ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr14@+@58247832^58252119-@58247832^58252124-,chr14,+,58247832^,58252119-,58247832^58252124-
chr14@+@58257998^58260948-@58257998^58260969-,chr14,+,58257998^,58260948-,58257998^58260969-
chr14@+@58257998^58260948-@58257998^58260959-,chr14,+,58257998^,58260948-,58257998^58260959-
chr14@+@58257998^58260959-@58257998^58260969-,chr14,+,58257998^,58260959-,58257998^58260969-
chr14@-@58291635^58274135-@58291635^58274010-,chr14,-,58291635^,58274135-,58291635^58274010-
chr14@+@58427637^58428238-@58427637^58428272-,chr14,+,58427637^,58428238-,58427637^58428272-
chr14@+@58910342^59009031-@58910342^59009034-,chr14,+,58910342^,59009031-,58910342^59009034-
chr14@+@59009150^59077004-@59009150^59077031-,chr14,+,59009150^,59077004-,59009150^59077031-
chr14@+@59485116^59486713-@59485116^59486731-,chr14,+,59485116^,59486713-,59485116^59486731-
chr14@+@59484593^59486681-@59484593^59486731-,chr14,+,59484593^,59486681-,59484593^59486731-
chr14@+@59484593^59486713-@59484593^59486731-,chr14,+,59484593^,59486713-,59484593^59486731-
chr14@+@59484593^59486681-@59484593^59486713-,chr14,+,59484593^,59486681-,59484593^59486713-
chr14@-@59561119^59551436-@59561119^59551422-,chr14,-,59561119^,59551436-,59561119^59551422-
chr14@+@60016790^60018346-@60016790^60018371-,chr14,+,60016790^,60018346-,60016790^60018371-
chr14@+@60116060^60118377-@60116060^60118575-,chr14,+,60116060^,60118377-,60116060^60118575-
chr14@+@60116060^60118329-@60116060^60118377-,chr14,+,60116060^,60118329-,60116060^60118377-
chr14@+@60116060^60118329-@60116060^60118575-,chr14,+,60116060^,60118329-,60116060^60118575-
chr14@-@60152939^60150187-@60152939^60150117-,chr14,-,60152939^,60150187-,60152939^60150117-
chr14@+@61046167^61048151-@61046167^61048248-,chr14,+,61046167^,61048151-,61046167^61048248-
chr14@+@61052135^61078810-@61052135^61078830-,chr14,+,61052135^,61078810-,61052135^61078830-
chr14@+@61078927^61083550-@61078927^61083555-,chr14,+,61078927^,61083550-,61078927^61083555-
chr14@+@61695839^61720379-@61695839^61720382-,chr14,+,61695839^,61720379-,61695839^61720382-
chr14@+@64098821^64101932-@64098821^64101986-,chr14,+,64098821^,64101932-,64098821^64101986-
chr14@+@64209578^64209942-@64209578^64209951-,chr14,+,64209578^,64209942-,64209578^64209951-
chr14@+@64220637^64221534-@64220637^64221576-,chr14,+,64220637^,64221534-,64220637^64221576-
chr14@+@64224547^64224983-@64224547^64224996-,chr14,+,64224547^,64224983-,64224547^64224996-
chr14@+@64224547^64224996-@64224547^64224999-,chr14,+,64224547^,64224996-,64224547^64224999-
chr14@+@64224547^64224983-@64224547^64224999-,chr14,+,64224547^,64224983-,64224547^64224999-
chr14@-@64260449^64257415-@64260449^64257364-,chr14,-,64260449^,64257415-,64260449^64257364-
chr14@+@64924126^64926007-@64924126^64926010-,chr14,+,64924126^,64926007-,64924126^64926010-
chr14@+@66118054^66120036-@66118054^66120189-,chr14,+,66118054^,66120036-,66118054^66120189-
chr14@+@66126509^66126966-@66126509^66126968-,chr14,+,66126509^,66126966-,66126509^66126968-
chr14@+@66491104^66491607-@66491104^66491626-,chr14,+,66491104^,66491607-,66491104^66491626-
chr14@+@66490819^66491607-@66490819^66491626-,chr14,+,66490819^,66491607-,66490819^66491626-
chr14@+@67198320^67198972-@67198320^67198975-,chr14,+,67198320^,67198972-,67198320^67198975-
chr14@+@67269783^67279018-@67269783^67279250-,chr14,+,67269783^,67279018-,67269783^67279250-
chr14@+@67585654^67585951-@67585654^67585982-,chr14,+,67585654^,67585951-,67585654^67585982-
chr14@-@67600024^67593947-@67600024^67593835-,chr14,-,67600024^,67593947-,67600024^67593835-
chr14@-@67600024^67593952-@67600024^67593947-,chr14,-,67600024^,67593952-,67600024^67593947-
chr14@-@67600024^67593952-@67600024^67593835-,chr14,-,67600024^,67593952-,67600024^67593835-
chr14@-@67593743^67592718-@67593743^67592715-,chr14,-,67593743^,67592718-,67593743^67592715-
chr14@-@67690212^67685204-@67690212^67685165-,chr14,-,67690212^,67685204-,67690212^67685165-
chr14@-@69119194^69118278-@69119194^69118275-,chr14,-,69119194^,69118278-,69119194^69118275-
chr14@+@69230598^69234700-@69230598^69234774-,chr14,+,69230598^,69234700-,69230598^69234774-
chr14@+@69768282^69768604-@69768282^69768613-,chr14,+,69768282^,69768604-,69768282^69768613-
chr14@+@69769251^69769511-@69769251^69770467-,chr14,+,69769251^,69769511-,69769251^69770467-
chr14@+@69771105^69771194-@69771105^69771197-,chr14,+,69771105^,69771194-,69771105^69771197-
chr14@-@70055796^70052114-@70055796^70052105-,chr14,-,70055796^,70052114-,70055796^70052105-
chr14@-@70597618^70596742-@70597618^70596698-,chr14,-,70597618^,70596742-,70597618^70596698-
chr14@-@70597618^70596742-@70597618^70596702-,chr14,-,70597618^,70596742-,70597618^70596702-
chr14@-@70597618^70596702-@70597618^70596698-,chr14,-,70597618^,70596702-,70597618^70596698-
chr14@-@70593296^70593009-@70593296^70592988-,chr14,-,70593296^,70593009-,70593296^70592988-
chr14@+@71011549^71012985-@71011549^71013000-,chr14,+,71011549^,71012985-,71011549^71013000-
chr14@+@71624236^71650290-@71624236^71650335-,chr14,+,71624236^,71650290-,71624236^71650335-
chr14@+@71702505^71704721-@71702505^71705222-,chr14,+,71702505^,71704721-,71702505^71705222-
chr14@+@71735391^71738241-@71735391^71738244-,chr14,+,71735391^,71738241-,71735391^71738244-
chr14@+@72459683^72464691-@72459683^72464694-,chr14,+,72459683^,72464691-,72459683^72464694-
chr14@+@72536275^72540041-@72536275^72540045-,chr14,+,72536275^,72540041-,72536275^72540045-
chr14@+@72540094^72540250-@72540094^72540271-,chr14,+,72540094^,72540250-,72540094^72540271-
chr14@+@72939902^72940220-@72939902^72940252-,chr14,+,72939902^,72940220-,72939902^72940252-
chr14@+@72943096^72945884-@72943096^72945888-,chr14,+,72943096^,72945884-,72943096^72945888-
chr14@+@72951877^72954161-@72951877^72954164-,chr14,+,72951877^,72954161-,72951877^72954164-
chr14@-@72978137^72978044-@72978137^72978002-,chr14,-,72978137^,72978044-,72978137^72978002-
chr14@+@73136579^73138107-@73136579^73138112-,chr14,+,73136579^,73138107-,73136579^73138112-
chr14@+@73136583^73147753-@73136583^73147795-,chr14,+,73136583^,73147753-,73136583^73147795-
chr14@+@73147876^73147967-@73147876^73147978-,chr14,+,73147876^,73147967-,73147876^73147978-
chr14@+@73147876^73147943-@73147876^73147967-,chr14,+,73147876^,73147943-,73147876^73147967-
chr14@+@73261294^73262350-@73261294^73262398-,chr14,+,73261294^,73262350-,73261294^73262398-
chr14@+@73262827^73263623-@73262827^73263645-,chr14,+,73262827^,73263623-,73262827^73263645-
chr14@+@73263782^73263942-@73263782^73264010-,chr14,+,73263782^,73263942-,73263782^73264010-
chr14@-@73355626^73323229-@73355626^73323204-,chr14,-,73355626^,73323229-,73355626^73323204-
chr14@+@73892208^73893776-@73892208^73893797-,chr14,+,73892208^,73893776-,73892208^73893797-
chr14@+@73893932^73896316-@73893932^73896348-,chr14,+,73893932^,73896316-,73893932^73896348-
chr14@+@73904110^73904902-@73904110^73904931-,chr14,+,73904110^,73904902-,73904110^73904931-
chr14@-@74071896^74071660-@74071896^74071497-,chr14,-,74071896^,74071660-,74071896^74071497-
chr14@+@74085601^74091232-@74085601^74091238-,chr14,+,74085601^,74091232-,74085601^74091238-
chr14@+@74091306^74095930-@74091306^74095948-,chr14,+,74091306^,74095930-,74091306^74095948-
chr14@-@74295148^74293310-@74295148^74293279-,chr14,-,74295148^,74293310-,74295148^74293279-
chr14@-@74295148^74293279-@74295148^74293248-,chr14,-,74295148^,74293279-,74295148^74293248-
chr14@-@74295148^74293310-@74295148^74293248-,chr14,-,74295148^,74293310-,74295148^74293248-
chr14@-@74295148^74293248-@74295148^74292869-,chr14,-,74295148^,74293248-,74295148^74292869-
chr14@-@74670762^74670142-@74670762^74670126-,chr14,-,74670762^,74670142-,74670762^74670126-
chr14@+@74714943^74715821-@74714943^74715951-,chr14,+,74714943^,74715821-,74714943^74715951-
chr14@+@74714943^74715951-@74714943^74715994-,chr14,+,74714943^,74715951-,74714943^74715994-
chr14@+@74714943^74715821-@74714943^74715994-,chr14,+,74714943^,74715821-,74714943^74715994-
chr14@+@74889147^74889275-@74889147^74889277-,chr14,+,74889147^,74889275-,74889147^74889277-
chr14@+@74889349^74889878-@74889349^74889897-,chr14,+,74889349^,74889878-,74889349^74889897-
chr14@+@74889349^74891056-@74889349^74891068-,chr14,+,74889349^,74891056-,74889349^74891068-
chr14@-@74923180^74922485-@74923180^74922442-,chr14,-,74923180^,74922485-,74923180^74922442-
chr14@-@74922341^74921561-@74922341^74921373-,chr14,-,74922341^,74921561-,74922341^74921373-
chr14@-@74909543^74909190-@74909543^74909161-,chr14,-,74909543^,74909190-,74909543^74909161-
chr14@-@74911248^74910148-@74911248^74909190-,chr14,-,74911248^,74910148-,74911248^74909190-
chr14@-@74907018^74906759-@74907018^74906621-74906445^74906152-,chr14,-,74907018^,74906759-,74907018^74906621-74906445^74906152-
chr14@-@74955168^74953946-@74955168^74953943-,chr14,-,74955168^,74953946-,74955168^74953943-
chr14@+@75004900^75005841-@75004900^75005866-,chr14,+,75004900^,75005841-,75004900^75005866-
chr14@+@75004900^75005866-@75004900^75005897-,chr14,+,75004900^,75005866-,75004900^75005897-
chr14@+@75004900^75005841-@75004900^75005897-,chr14,+,75004900^,75005841-,75004900^75005897-
chr14@+@75279123^75279877-@75279123^75279906-,chr14,+,75279123^,75279877-,75279123^75279906-
chr14@+@75280128^75280560-@75280128^75280570-,chr14,+,75280128^,75280560-,75280128^75280570-
chr14@+@75775630^75776705-@75775630^75776747-,chr14,+,75775630^,75776705-,75775630^75776747-
chr14@+@75776850^75779575-@75776850^75779579-,chr14,+,75776850^,75779575-,75776850^75779579-
chr14@+@75783530^75792913-@75783530^75792916-,chr14,+,75783530^,75792913-,75783530^75792916-
chr14@+@76852450^76853216-@76852450^76853286-,chr14,+,76852450^,76853216-,76852450^76853286-
chr14@-@77076105^77075364-@77076105^77074598-,chr14,-,77076105^,77075364-,77076105^77074598-
chr14@-@77279823^77278961-@77279823^77278869-,chr14,-,77279823^,77278961-,77279823^77278869-
chr14@+@77326905^77327472-@77326905^77327912-,chr14,+,77326905^,77327472-,77326905^77327912-
chr14@+@77329807^77330231-@77329807^77330310-,chr14,+,77329807^,77330231-,77329807^77330310-
chr14@-@77457495^77457413-@77457495^77457365-,chr14,-,77457495^,77457413-,77457495^77457365-
chr14@-@77442560^77441173-@77442560^77441093-,chr14,-,77442560^,77441173-,77442560^77441093-
chr14@-@77552096^77521615-@77552096^77521581-,chr14,-,77552096^,77521615-,77552096^77521581-
chr14@-@77679880^77675849-@77679880^77675794-,chr14,-,77679880^,77675849-,77679880^77675794-
chr14@+@77715879^77717496-@77715879^77717502-,chr14,+,77715879^,77717496-,77715879^77717502-
chr14@-@77761114^77755120-@77761114^77755098-,chr14,-,77761114^,77755120-,77761114^77755098-
chr14@-@80939385^80916562-@80939385^80916540-,chr14,-,80939385^,80916562-,80939385^80916540-
chr14@+@81068328^81087905-@81068328^81087954-,chr14,+,81068328^,81087905-,81068328^81087954-
chr14@-@81526733^81506241-@81526733^81506178-,chr14,-,81526733^,81506241-,81526733^81506178-
chr14@-@81622653^81607701-@81622653^81607698-81607624^81607198-,chr14,-,81622653^,81607701-,81622653^81607698-81607624^81607198-
chr14@-@81622653^81607701-@81622653^81607698-,chr14,-,81622653^,81607701-,81622653^81607698-
chr14@+@86070967^86127950-@86070967^86128038-,chr14,+,86070967^,86127950-,86070967^86128038-
chr14@+@86128116^86128665-@86128116^86128715-,chr14,+,86128116^,86128665-,86128116^86128715-
chr14@-@86055341^86054675-@86055341^86054602-,chr14,-,86055341^,86054675-,86055341^86054602-
chr14@+@88037439^88044615-@88037439^88044686-,chr14,+,88037439^,88044615-,88037439^88044686-
chr14@+@88037079^88044615-@88037079^88044686-,chr14,+,88037079^,88044615-,88037079^88044686-
chr14@+@88025481^88044615-@88025481^88044686-,chr14,+,88025481^,88044615-,88025481^88044686-
chr14@+@88024669^88044615-@88024669^88044686-,chr14,+,88024669^,88044615-,88024669^88044686-
chr14@+@88037439^88044615-@88037439^88044686-88044848^88045054-,chr14,+,88037439^,88044615-,88037439^88044686-88044848^88045054-
chr14@+@88084155^88084984-@88084155^88084987-,chr14,+,88084155^,88084984-,88084155^88084987-
chr14@+@88084155^88086828-@88084155^88086874-,chr14,+,88084155^,88086828-,88084155^88086874-
chr14@+@88563693^88567858-@88563693^88568039-,chr14,+,88563693^,88567858-,88563693^88568039-
chr14@+@88575940^88577985-@88575940^88577993-,chr14,+,88575940^,88577985-,88575940^88577993-
chr14@+@88609403^88609712-@88609403^88609715-,chr14,+,88609403^,88609712-,88609403^88609715-
chr14@+@88609403^88609679-@88609403^88609712-,chr14,+,88609403^,88609679-,88609403^88609712-
chr14@+@88609403^88609712-@88609403^88609727-,chr14,+,88609403^,88609712-,88609403^88609727-
chr14@+@88609403^88609679-@88609403^88609715-,chr14,+,88609403^,88609679-,88609403^88609715-
chr14@+@88609403^88609715-@88609403^88609727-,chr14,+,88609403^,88609715-,88609403^88609727-
chr14@+@88609403^88609679-@88609403^88609727-,chr14,+,88609403^,88609679-,88609403^88609727-
chr14@-@88694307^88688473-@88694307^88688359-,chr14,-,88694307^,88688473-,88694307^88688359-
chr14@-@88664493^88663119-@88664493^88663114-,chr14,-,88664493^,88663119-,88664493^88663114-
chr14@-@88621113^88620926-@88621113^88620923-,chr14,-,88621113^,88620926-,88621113^88620923-
chr14@-@89953906^89950142-@89953906^89950138-,chr14,-,89953906^,89950142-,89953906^89950138-
chr14@+@89955970^89963108-@89955970^89963225-,chr14,+,89955970^,89963108-,89955970^89963225-
chr14@+@90403968^90404379-@90403968^90404399-,chr14,+,90403968^,90404379-,90403968^90404399-
chr14@+@90456270^90456442-@90456270^90457019-,chr14,+,90456270^,90456442-,90456270^90457019-
chr14@+@90456254^90456442-@90456254^90457019-,chr14,+,90456254^,90456442-,90456254^90457019-
chr14@-@90786174^90780906-@90786174^90780902-,chr14,-,90786174^,90780906-,90786174^90780902-
chr14@-@90943078^90923233-@90943078^90923196-,chr14,-,90943078^,90923233-,90943078^90923196-
chr14@+@91181389^91188910-@91181389^91188988-,chr14,+,91181389^,91188910-,91181389^91188988-
chr14@-@91476909^91476524-@91476909^91476479-,chr14,-,91476909^,91476524-,91476909^91476479-
chr14@-@91462735^91462239-@91462735^91462221-,chr14,-,91462735^,91462239-,91462735^91462221-
chr14@-@92049603^92048089-@92049603^92047987-,chr14,-,92049603^,92048089-,92049603^92047987-
chr14@-@92049603^92047997-@92049603^92047987-,chr14,-,92049603^,92047997-,92049603^92047987-
chr14@-@92049603^92048089-@92049603^92047997-,chr14,-,92049603^,92048089-,92049603^92047997-
chr14@-@92096674^92096137-@92096674^92096134-,chr14,-,92096674^,92096137-,92096674^92096134-
chr14@-@92106529^92096137-@92106529^92096134-,chr14,-,92106529^,92096137-,92106529^92096134-
chr14@-@92096093^92093850-@92096093^92093831-,chr14,-,92096093^,92093850-,92096093^92093831-
chr14@-@92083417^92083258-@92083417^92083235-,chr14,-,92083417^,92083258-,92083417^92083235-
chr14@-@92088730^92083258-@92088730^92083235-,chr14,-,92088730^,92083258-,92088730^92083235-
chr14@-@92093252^92083258-@92093252^92083235-,chr14,-,92093252^,92083258-,92093252^92083235-
chr14@-@92082300^92081061-@92082300^92081057-,chr14,-,92082300^,92081061-,92082300^92081057-
chr14@-@92079415^92071063-@92079415^92071053-,chr14,-,92079415^,92071063-,92079415^92071053-
chr14@+@92659469^92676475-@92659469^92676533-,chr14,+,92659469^,92676475-,92659469^92676533-
chr14@-@93115772^93115305-@93115772^93115217-,chr14,-,93115772^,93115305-,93115772^93115217-
chr14@-@93115772^93115305-@93115772^93115184-,chr14,-,93115772^,93115305-,93115772^93115184-
chr14@-@93115772^93115217-@93115772^93115184-,chr14,-,93115772^,93115217-,93115772^93115184-
chr14@-@92993880^92962867-@92993880^92962849-,chr14,-,92993880^,92962867-,92993880^92962849-
chr14@-@92946331^92941904-@92946331^92938526-,chr14,-,92946331^,92941904-,92946331^92938526-
chr14@+@93209957^93210648-@93209957^93210675-,chr14,+,93209957^,93210648-,93209957^93210675-
chr14@+@93467791^93474089-@93467791^93474248-,chr14,+,93467791^,93474089-,93467791^93474248-
chr14@-@93926915^93925338-@93926915^93925276-,chr14,-,93926915^,93925338-,93926915^93925276-
chr14@+@93997571^93997999-@93997571^93998115-,chr14,+,93997571^,93997999-,93997571^93998115-
chr14@+@93997293^93997999-@93997293^93998115-,chr14,+,93997293^,93997999-,93997293^93998115-
chr14@-@94081119^94079747-@94081119^94079621-,chr14,-,94081119^,94079747-,94081119^94079621-
chr14@+@94081449^94096841-@94081449^94096887-,chr14,+,94081449^,94096841-,94081449^94096887-
chr14@+@94081449^94096841-@94081449^94096856-,chr14,+,94081449^,94096841-,94081449^94096856-
chr14@+@94081449^94096856-@94081449^94096887-,chr14,+,94081449^,94096856-,94081449^94096887-
chr14@+@94096965^94097492-@94096965^94097495-,chr14,+,94096965^,94097492-,94096965^94097495-
chr14@+@94110978^94111625-@94110978^94111659-,chr14,+,94110978^,94111625-,94110978^94111659-
chr14@+@94110797^94111625-@94110797^94111659-,chr14,+,94110797^,94111625-,94110797^94111659-
chr14@+@94114880^94115781-@94114880^94115790-,chr14,+,94114880^,94115781-,94114880^94115790-
chr14@+@94208566^94227275-@94208566^94227286-,chr14,+,94208566^,94227275-,94208566^94227286-
chr14@-@94388801^94388663-@94388801^94388660-,chr14,-,94388801^,94388663-,94388801^94388660-
chr14@-@94388819^94388663-@94388819^94388660-,chr14,-,94388819^,94388663-,94388819^94388660-
chr14@-@94390457^94388663-@94390457^94388660-,chr14,-,94390457^,94388663-,94390457^94388660-
chr14@-@94476136^94469857-@94476136^94469667-,chr14,-,94476136^,94469857-,94476136^94469667-
chr14@+@94612447^94614434-@94612447^94614436-,chr14,+,94612447^,94614434-,94612447^94614436-
chr14@+@94612443^94613347-@94612443^94614434-,chr14,+,94612443^,94613347-,94612443^94614434-
chr14@-@95117622^95116695-@95117622^95116580-,chr14,-,95117622^,95116695-,95117622^95116580-
chr14@-@95105071^95104126-@95105071^95104049-,chr14,-,95105071^,95104126-,95105071^95104049-
chr14@+@95159035^95179499-@95159035^95179504-,chr14,+,95159035^,95179499-,95159035^95179504-
chr14@-@95194215^95193976-@95194215^95193919-,chr14,-,95194215^,95193976-,95194215^95193919-
chr14@+@95331645^95332529-@95331645^95332645-,chr14,+,95331645^,95332529-,95331645^95332645-
chr14@-@95439033^95436981-@95439033^95436966-,chr14,-,95439033^,95436981-,95439033^95436966-
chr14@+@95573682^95577429-@95573682^95577433-,chr14,+,95573682^,95577429-,95573682^95577433-
chr14@+@95573682^95577429-@95573682^95577433-,chr14,+,95573682^,95577429-,95573682^95577433-
chr14@+@95577605^95580768-@95577605^95580771-,chr14,+,95577605^,95580768-,95577605^95580771-
chr14@+@95580821^95581419-@95580821^95581440-,chr14,+,95580821^,95581419-,95580821^95581440-
chr14@+@95651029^95652045-@95651029^95652097-,chr14,+,95651029^,95652045-,95651029^95652097-
chr14@+@95665076^95668126-@95665076^95669551-,chr14,+,95665076^,95668126-,95665076^95669551-
chr14@-@95713947^95712774-@95713947^95712396-,chr14,-,95713947^,95712774-,95713947^95712396-
chr14@+@96204959^96237069-@96204959^96237074-,chr14,+,96204959^,96237069-,96204959^96237074-
chr14@+@96520228^96520964-@96520228^96521006-,chr14,+,96520228^,96520964-,96520228^96521006-
chr14@+@96593699^96594664-@96593699^96595085-,chr14,+,96593699^,96594664-,96593699^96595085-
chr14@+@96593579^96594664-@96593579^96595085-,chr14,+,96593579^,96594664-,96593579^96595085-
chr14@+@97458927^97461804-@97458927^97462087-,chr14,+,97458927^,97461804-,97458927^97462087-
chr14@-@97977977^97969547-@97977977^97969470-,chr14,-,97977977^,97969547-,97977977^97969470-
chr14@+@99774013^99850853-@99774013^99850860-,chr14,+,99774013^,99850853-,99774013^99850860-
chr14@+@99851035^99865514-@99851035^99865518-,chr14,+,99851035^,99865514-,99851035^99865518-
chr14@+@99907733^99909309-@99907733^99909345-,chr14,+,99907733^,99909309-,99907733^99909345-
chr14@+@99914697^99917782-@99914697^99917816-,chr14,+,99914697^,99917782-,99914697^99917816-
chr14@-@100298842^100295993-@100298842^100295697-,chr14,-,100298842^,100295993-,100298842^100295697-
chr14@+@100325831^100326096-@100325831^100326157-,chr14,+,100325831^,100326096-,100325831^100326157-
chr14@-@100375511^100375406-@100375511^100375350-,chr14,-,100375511^,100375406-,100375511^100375350-
chr14@-@100376260^100375546-@100376260^100375403-,chr14,-,100376260^,100375546-,100376260^100375403-
chr14@-@100376260^100375406-@100376260^100375403-,chr14,-,100376260^,100375406-,100376260^100375403-
chr14@-@100376260^100375403-@100376260^100375350-,chr14,-,100376260^,100375403-,100376260^100375350-
chr14@-@100376260^100375546-@100376260^100375406-,chr14,-,100376260^,100375546-,100376260^100375406-
chr14@-@100376260^100375546-@100376260^100375350-,chr14,-,100376260^,100375546-,100376260^100375350-
chr14@-@100376260^100375406-@100376260^100375350-,chr14,-,100376260^,100375406-,100376260^100375350-
chr14@-@100375283^100374265-@100375283^100374244-,chr14,-,100375283^,100374265-,100375283^100374244-
chr14@-@100375283^100374244-@100375283^100374149-,chr14,-,100375283^,100374244-,100375283^100374149-
chr14@-@100375283^100374244-@100375283^100374220-,chr14,-,100375283^,100374244-,100375283^100374220-
chr14@-@100375283^100374244-@100375283^100374179-,chr14,-,100375283^,100374244-,100375283^100374179-
chr14@-@100375283^100374265-@100375283^100374149-,chr14,-,100375283^,100374265-,100375283^100374149-
chr14@-@100375283^100374265-@100375283^100374220-,chr14,-,100375283^,100374265-,100375283^100374220-
chr14@-@100375283^100374265-@100375283^100374179-,chr14,-,100375283^,100374265-,100375283^100374179-
chr14@-@100375283^100374220-@100375283^100374149-,chr14,-,100375283^,100374220-,100375283^100374149-
chr14@-@100375283^100374179-@100375283^100374149-,chr14,-,100375283^,100374179-,100375283^100374149-
chr14@-@100375283^100374220-@100375283^100374179-,chr14,-,100375283^,100374220-,100375283^100374179-
chr14@-@100369087^100361921-@100369087^100361902-,chr14,-,100369087^,100361921-,100369087^100361902-
chr14@+@100826217^100828708-@100826217^100828756-,chr14,+,100826217^,100828708-,100826217^100828756-
chr14@+@100829749^100830968-@100829749^100831016-,chr14,+,100829749^,100830968-,100829749^100831016-
chr14@+@100831534^100834632-@100831534^100834684-,chr14,+,100831534^,100834632-,100831534^100834684-
chr14@+@100834751^100835293-@100834751^100835370-,chr14,+,100834751^,100835293-,100834751^100835370-
chr14@+@100834751^100835370-@100834751^100835389-,chr14,+,100834751^,100835370-,100834751^100835389-
chr14@+@100834751^100835293-@100834751^100835389-,chr14,+,100834751^,100835293-,100834751^100835389-
chr14@+@100831534^100835736-@100831534^100835739-,chr14,+,100831534^,100835736-,100831534^100835739-
chr14@+@100835879^100836042-@100835879^100836045-,chr14,+,100835879^,100836042-,100835879^100836045-
chr14@+@100940450^100942762-@100940450^100942765-,chr14,+,100940450^,100942762-,100940450^100942765-
chr14@+@100958343^100959802-@100958343^100960061-,chr14,+,100958343^,100959802-,100958343^100960061-
chr14@+@100958343^100959802-@100958343^100960061-,chr14,+,100958343^,100959802-,100958343^100960061-
chr14@+@100958343^100959802-@100958343^100960061-100960219^100961027-,chr14,+,100958343^,100959802-,100958343^100960061-100960219^100961027-
chr14@+@100980663^100982504-@100980663^100982509-,chr14,+,100980663^,100982504-,100980663^100982509-
chr14@+@100998111^100999027-@100998111^100999065-,chr14,+,100998111^,100999027-,100998111^100999065-
chr14@-@101076534^101076333-@101076534^101076138-,chr14,-,101076534^,101076333-,101076534^101076138-
chr14@-@101555224^101554242-@101555224^101552754-,chr14,-,101555224^,101554242-,101555224^101552754-
chr14@+@101964947^101975712-@101964947^101975714-,chr14,+,101964947^,101975712-,101964947^101975714-
chr14@+@102050198^102050414-@102050198^102050435-,chr14,+,102050198^,102050414-,102050198^102050435-
chr14@-@102233688^102232708-@102233688^102232671-,chr14,-,102233688^,102232708-,102233688^102232671-
chr14@-@102251756^102250990-@102251756^102250987-,chr14,-,102251756^,102250990-,102251756^102250987-
chr14@-@102251917^102250990-@102251917^102250987-,chr14,-,102251917^,102250990-,102251917^102250987-
chr14@-@102235365^102233809-@102235365^102233789-,chr14,-,102235365^,102233809-,102235365^102233789-
chr14@-@102233688^102232708-@102233688^102232671-,chr14,-,102233688^,102232708-,102233688^102232671-
chr14@+@102339223^102341323-@102339223^102342103-,chr14,+,102339223^,102341323-,102339223^102342103-
chr14@+@102339223^102341323-@102339223^102342103-,chr14,+,102339223^,102341323-,102339223^102342103-
chr14@+@103127629^103129740-@103127629^103130002-,chr14,+,103127629^,103129740-,103127629^103130002-
chr14@+@103131762^103132702-@103131762^103132750-,chr14,+,103131762^,103132702-,103131762^103132750-
chr14@+@103334597^103335792-@103334597^103335796-,chr14,+,103334597^,103335792-,103334597^103335796-
chr14@+@103334597^103335653-@103334597^103335796-,chr14,+,103334597^,103335653-,103334597^103335796-
chr14@+@103334597^103335653-@103334597^103335792-,chr14,+,103334597^,103335653-,103334597^103335792-
chr14@+@103467191^103468033-@103467191^103468081-,chr14,+,103467191^,103468033-,103467191^103468081-
chr14@-@103522766^103522505-@103522766^103522476-,chr14,-,103522766^,103522505-,103522766^103522476-
chr14@-@103522766^103522505-@103522766^103522476-103522301^103522177-,chr14,-,103522766^,103522505-,103522766^103522476-103522301^103522177-
chr14@+@103677523^103679309-@103677523^103679384-,chr14,+,103677523^,103679309-,103677523^103679384-
chr14@+@103677523^103679309-@103677523^103679384-,chr14,+,103677523^,103679309-,103677523^103679384-
chr14@-@103714105^103712941-@103714105^103712931-,chr14,-,103714105^,103712941-,103714105^103712931-
chr14@-@103715424^103712968-@103715424^103712931-,chr14,-,103715424^,103712968-,103715424^103712931-
chr14@-@103715424^103711661-@103715424^103711567-,chr14,-,103715424^,103711661-,103715424^103711567-
chr14@-@103711466^103711245-@103711466^103711180-,chr14,-,103711466^,103711245-,103711466^103711180-
chr14@+@103726842^103727559-@103726842^103727746-,chr14,+,103726842^,103727559-,103726842^103727746-
chr14@+@104739378^104739750-@104739378^104739767-,chr14,+,104739378^,104739750-,104739378^104739767-
chr14@+@104739378^104739655-@104739378^104739750-,chr14,+,104739378^,104739655-,104739378^104739750-
chr14@+@104739378^104739655-@104739378^104739767-,chr14,+,104739378^,104739655-,104739378^104739767-
chr14@-@104795484^104793304-@104795484^104793210-,chr14,-,104795484^,104793304-,104795484^104793210-
chr14@-@104773251^104773092-@104773251^104772993-,chr14,-,104773251^,104773092-,104773251^104772993-
chr14@+@104882832^104883032-@104882832^104883035-,chr14,+,104882832^,104883032-,104882832^104883035-
chr14@+@104887978^104889515-@104887978^104889620-,chr14,+,104887978^,104889515-,104887978^104889620-
chr14@+@104924990^104927103-@104924990^104927141-,chr14,+,104924990^,104927103-,104924990^104927141-
chr14@+@104927230^104927673-@104927230^104927679-,chr14,+,104927230^,104927673-,104927230^104927679-
chr14@-@105147326^105146788-@105147326^105146724-,chr14,-,105147326^,105146788-,105147326^105146724-
chr14@-@105177692^105177027-@105177692^105176991-,chr14,-,105177692^,105177027-,105177692^105176991-
chr14@-@105221648^105220130-@105221648^105220127-,chr14,-,105221648^,105220130-,105221648^105220127-
chr14@-@105221648^105220130-@105221648^105220127-105220069^105219232-,chr14,-,105221648^,105220130-,105221648^105220127-105220069^105219232-
chr14@-@105220069^105219298-@105220069^105219232-,chr14,-,105220069^,105219298-,105220069^105219232-
