ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr12@-@7089293^7088986-@7089295^7089293-7088987^7088985-,chr12,-,7089293^,7088986-,7089295^7089293-7088987^7088985-
chr12@-@7092387^7091680-@7092389^7092387-7091681^7091679-,chr12,-,7092387^,7091680-,7092389^7092387-7091681^7091679-
chr12@-@7128703^7128418-@7128705^7128703-7128419^7128417-,chr12,-,7128703^,7128418-,7128705^7128703-7128419^7128417-
chr12@-@7481161^7479913-@7481163^7481161-7479914^7479912-,chr12,-,7481161^,7479913-,7481163^7481161-7479914^7479912-
chr12@-@7481161^7479996-@7481163^7481161-7479997^7479995-,chr12,-,7481161^,7479996-,7481163^7481161-7479997^7479995-
chr12@-@7487773^7487673-@7487775^7487773-7487674^7487672-,chr12,-,7487773^,7487673-,7487775^7487773-7487674^7487672-
chr12@-@7930480^7929871-@7930482^7930480-7929872^7929870-,chr12,-,7930480^,7929871-,7930482^7930480-7929872^7929870-
chr12@+@8090036^8090195-@8090035^8090037-8090195^8090197-,chr12,+,8090036^,8090195-,8090035^8090037-8090195^8090197-
chr12@+@8090299^8092872-@8090298^8090300-8092872^8092874-,chr12,+,8090299^,8092872-,8090298^8090300-8092872^8092874-
chr12@+@8090299^8092676-@8090298^8090300-8092676^8092678-,chr12,+,8090299^,8092676-,8090298^8090300-8092676^8092678-
chr12@+@8090299^8091840-@8090298^8090300-8091840^8091842-,chr12,+,8090299^,8091840-,8090298^8090300-8091840^8091842-
chr12@+@8090299^8091769-@8090298^8090300-8091769^8091771-,chr12,+,8090299^,8091769-,8090298^8090300-8091769^8091771-
chr12@+@8090343^8092676-@8090342^8090344-8092676^8092678-,chr12,+,8090343^,8092676-,8090342^8090344-8092676^8092678-
chr12@+@8091850^8092676-@8091849^8091851-8092676^8092678-,chr12,+,8091850^,8092676-,8091849^8091851-8092676^8092678-
chr12@+@8092784^8092872-@8092783^8092785-8092872^8092874-,chr12,+,8092784^,8092872-,8092783^8092785-8092872^8092874-
chr12@-@8390902^8390511-@8390904^8390902-8390512^8390510-,chr12,-,8390902^,8390511-,8390904^8390902-8390512^8390510-
chr12@-@8605215^8604892-@8605217^8605215-8604893^8604891-,chr12,-,8605215^,8604892-,8605217^8605215-8604893^8604891-
chr12@-@8605215^8604922-@8605217^8605215-8604923^8604921-,chr12,-,8605215^,8604922-,8605217^8605215-8604923^8604921-
chr12@+@8922656^8922733-@8922655^8922657-8922733^8922735-,chr12,+,8922656^,8922733-,8922655^8922657-8922733^8922735-
chr12@+@8932813^8933307-@8932812^8932814-8933307^8933309-,chr12,+,8932813^,8933307-,8932812^8932814-8933307^8933309-
chr12@+@8932831^8933207-@8932830^8932832-8933207^8933209-,chr12,+,8932831^,8933207-,8932830^8932832-8933207^8933209-
chr12@+@8933063^8933255-@8933062^8933064-8933255^8933257-,chr12,+,8933063^,8933255-,8933062^8933064-8933255^8933257-
chr12@-@9068183^9067839-@9068185^9068183-9067840^9067838-,chr12,-,9068183^,9067839-,9068185^9068183-9067840^9067838-
chr12@-@9202525^9202371-@9202527^9202525-9202372^9202370-,chr12,-,9202525^,9202371-,9202527^9202525-9202372^9202370-
chr12@+@9692931^9693825-@9692930^9692932-9693825^9693827-,chr12,+,9692931^,9693825-,9692930^9692932-9693825^9693827-
chr12@+@9979064^9979336-@9979063^9979065-9979336^9979338-,chr12,+,9979064^,9979336-,9979063^9979065-9979336^9979338-
chr12@-@10118154^10117249-@10118156^10118154-10117250^10117248-,chr12,-,10118154^,10117249-,10118156^10118154-10117250^10117248-
chr12@-@10127747^10126708-@10127749^10127747-10126709^10126707-,chr12,-,10127747^,10126708-,10127749^10127747-10126709^10126707-
chr12@-@10130203^10130097-@10130205^10130203-10130098^10130096-,chr12,-,10130203^,10130097-,10130205^10130203-10130098^10130096-
chr12@+@10212990^10213093-@10212989^10212991-10213093^10213095-,chr12,+,10212990^,10213093-,10212989^10212991-10213093^10213095-
chr12@+@10213714^10214074-@10213713^10213715-10214074^10214076-,chr12,+,10213714^,10214074-,10213713^10213715-10214074^10214076-
chr12@+@10213974^10214074-@10213973^10213975-10214074^10214076-,chr12,+,10213974^,10214074-,10213973^10213975-10214074^10214076-
chr12@+@10308084^10309626-@10308083^10308085-10309626^10309628-,chr12,+,10308084^,10309626-,10308083^10308085-10309626^10309628-
chr12@-@10379700^10378705-@10379702^10379700-10378706^10378704-,chr12,-,10379700^,10378705-,10379702^10379700-10378706^10378704-
chr12@-@10379447^10378705-@10379449^10379447-10378706^10378704-,chr12,-,10379447^,10378705-,10379449^10379447-10378706^10378704-
chr12@-@10379700^10379482-@10379702^10379700-10379483^10379481-,chr12,-,10379700^,10379482-,10379702^10379700-10379483^10379481-
chr12@-@10609831^10607936-@10609833^10609831-10607937^10607935-,chr12,-,10609831^,10607936-,10609833^10609831-10607937^10607935-
chr12@-@10704060^10702134-@10704062^10704060-10702135^10702133-,chr12,-,10704060^,10702134-,10704062^10704060-10702135^10702133-
chr12@-@10704051^10702134-@10704053^10704051-10702135^10702133-,chr12,-,10704051^,10702134-,10704053^10704051-10702135^10702133-
chr12@-@10713211^10710114-@10713213^10713211-10710115^10710113-,chr12,-,10713211^,10710114-,10713213^10713211-10710115^10710113-
chr12@-@11267645^11267518-@11267647^11267645-11267519^11267517-,chr12,-,11267645^,11267518-,11267647^11267645-11267519^11267517-
chr12@-@11308649^11308441-@11308651^11308649-11308442^11308440-,chr12,-,11308649^,11308441-,11308651^11308649-11308442^11308440-
chr12@-@11353790^11353330-@11353792^11353790-11353331^11353329-,chr12,-,11353790^,11353330-,11353792^11353790-11353331^11353329-
chr12@-@11353790^11353390-@11353792^11353790-11353391^11353389-,chr12,-,11353790^,11353390-,11353792^11353790-11353391^11353389-
chr12@-@11353650^11353646-@11353652^11353650-11353647^11353645-,chr12,-,11353650^,11353646-,11353652^11353650-11353647^11353645-
chr12@-@12343276^12343173-@12343278^12343276-12343174^12343172-,chr12,-,12343276^,12343173-,12343278^12343276-12343174^12343172-
chr12@+@12823319^12824540-@12823318^12823320-12824540^12824542-,chr12,+,12823319^,12824540-,12823318^12823320-12824540^12824542-
chr12@+@12823319^12823870-@12823318^12823320-12823870^12823872-,chr12,+,12823319^,12823870-,12823318^12823320-12823870^12823872-
chr12@+@12824016^12824540-@12824015^12824017-12824540^12824542-,chr12,+,12824016^,12824540-,12824015^12824017-12824540^12824542-
chr12@+@13080914^13083003-@13080913^13080915-13083003^13083005-,chr12,+,13080914^,13083003-,13080913^13080915-13083003^13083005-
chr12@+@15595057^15596090-@15595056^15595058-15596090^15596092-,chr12,+,15595057^,15596090-,15595056^15595058-15596090^15596092-
chr12@-@15684197^15682972-@15684199^15684197-15682973^15682971-,chr12,-,15684197^,15682972-,15684199^15684197-15682973^15682971-
chr12@-@15684169^15682972-@15684171^15684169-15682973^15682971-,chr12,-,15684169^,15682972-,15684171^15684169-15682973^15682971-
chr12@-@18701692^18701568-@18701694^18701692-18701569^18701567-,chr12,-,18701692^,18701568-,18701694^18701692-18701569^18701567-
chr12@-@21295597^21294110-@21295599^21295597-21294111^21294109-,chr12,-,21295597^,21294110-,21295599^21295597-21294111^21294109-
chr12@+@25079462^25079702-@25079461^25079463-25079702^25079704-,chr12,+,25079462^,25079702-,25079461^25079463-25079702^25079704-
chr12@+@25079462^25079656-@25079461^25079463-25079656^25079658-,chr12,+,25079462^,25079656-,25079461^25079463-25079656^25079658-
chr12@-@25158690^25158563-@25158692^25158690-25158564^25158562-,chr12,-,25158690^,25158563-,25158692^25158690-25158564^25158562-
chr12@-@25955138^25953076-@25955140^25955138-25953077^25953075-,chr12,-,25955138^,25953076-,25955140^25955138-25953077^25953075-
chr12@-@30716508^30715081-@30716510^30716508-30715082^30715080-,chr12,-,30716508^,30715081-,30716510^30716508-30715082^30715080-
chr12@-@30716508^30715141-@30716510^30716508-30715142^30715140-,chr12,-,30716508^,30715141-,30716510^30716508-30715142^30715140-
chr12@-@30716508^30715144-@30716510^30716508-30715145^30715143-,chr12,-,30716508^,30715144-,30716510^30716508-30715145^30715143-
chr12@-@30720811^30719225-@30720813^30720811-30719226^30719224-,chr12,-,30720811^,30719225-,30720813^30720811-30719226^30719224-
chr12@+@31089151^31089886-@31089150^31089152-31089886^31089888-,chr12,+,31089151^,31089886-,31089150^31089152-31089886^31089888-
chr12@+@31089151^31089403-@31089150^31089152-31089403^31089405-,chr12,+,31089151^,31089403-,31089150^31089152-31089403^31089405-
chr12@+@31089490^31089891-@31089489^31089491-31089891^31089893-,chr12,+,31089490^,31089891-,31089489^31089491-31089891^31089893-
chr12@+@31089490^31089886-@31089489^31089491-31089886^31089888-,chr12,+,31089490^,31089886-,31089489^31089491-31089886^31089888-
chr12@+@31089490^31089840-@31089489^31089491-31089840^31089842-,chr12,+,31089490^,31089840-,31089489^31089491-31089840^31089842-
chr12@+@31103731^31103807-@31103730^31103732-31103807^31103809-,chr12,+,31103731^,31103807-,31103730^31103732-31103807^31103809-
chr12@+@34022744^34023962-@34022743^34022745-34023962^34023964-,chr12,+,34022744^,34023962-,34022743^34022745-34023962^34023964-
chr12@+@40365050^40367644-@40365049^40365051-40367644^40367646-,chr12,+,40365050^,40367644-,40365049^40365051-40367644^40367646-
chr12@+@43773042^43773045-@43773041^43773043-43773045^43773047-,chr12,+,43773042^,43773045-,43773041^43773043-43773045^43773047-
chr12@-@44876294^44875900-@44876296^44876294-44875901^44875899-,chr12,-,44876294^,44875900-,44876296^44876294-44875901^44875899-
chr12@-@47216384^47216264-@47216386^47216384-47216265^47216263-,chr12,-,47216384^,47216264-,47216386^47216384-47216265^47216263-
chr12@+@47414724^47415084-@47414723^47414725-47415084^47415086-,chr12,+,47414724^,47415084-,47414723^47414725-47415084^47415086-
chr12@-@47748819^47748542-@47748821^47748819-47748543^47748541-,chr12,-,47748819^,47748542-,47748821^47748819-47748543^47748541-
chr12@-@47749390^47748931-@47749392^47749390-47748932^47748930-,chr12,-,47749390^,47748931-,47749392^47749390-47748932^47748930-
chr12@+@47780289^47782218-@47780288^47780290-47782218^47782220-,chr12,+,47780289^,47782218-,47780288^47780290-47782218^47782220-
chr12@-@47785387^47784217-@47785389^47785387-47784218^47784216-,chr12,-,47785387^,47784217-,47785389^47785387-47784218^47784216-
chr12@-@47791259^47789920-@47791261^47791259-47789921^47789919-,chr12,-,47791259^,47789920-,47791261^47791259-47789921^47789919-
chr12@-@47792538^47792004-@47792540^47792538-47792005^47792003-,chr12,-,47792538^,47792004-,47792540^47792538-47792005^47792003-
chr12@+@48122677^48122767-@48122676^48122678-48122767^48122769-,chr12,+,48122677^,48122767-,48122676^48122678-48122767^48122769-
chr12@+@48135038^48135291-@48135037^48135039-48135291^48135293-,chr12,+,48135038^,48135291-,48135037^48135039-48135291^48135293-
chr12@+@48141827^48141914-@48141826^48141828-48141914^48141916-,chr12,+,48141827^,48141914-,48141826^48141828-48141914^48141916-
chr12@-@48682187^48681641-@48682189^48682187-48681642^48681640-,chr12,-,48682187^,48681641-,48682189^48682187-48681642^48681640-
chr12@-@48771710^48770970-@48771712^48771710-48770971^48770969-,chr12,-,48771710^,48770970-,48771712^48771710-48770971^48770969-
chr12@-@48773940^48773647-@48773942^48773940-48773648^48773646-,chr12,-,48773940^,48773647-,48773942^48773940-48773648^48773646-
chr12@-@48777410^48777231-@48777412^48777410-48777232^48777230-,chr12,-,48777410^,48777231-,48777412^48777410-48777232^48777230-
chr12@+@48824733^48825163-@48824732^48824734-48825163^48825165-,chr12,+,48824733^,48825163-,48824732^48824734-48825163^48825165-
chr12@-@48836894^48836794-@48836896^48836894-48836795^48836793-,chr12,-,48836894^,48836794-,48836896^48836894-48836795^48836793-
chr12@-@48837524^48837393-@48837526^48837524-48837394^48837392-,chr12,-,48837524^,48837393-,48837526^48837524-48837394^48837392-
chr12@-@48857995^48857314-@48857997^48857995-48857315^48857313-,chr12,-,48857995^,48857314-,48857997^48857995-48857315^48857313-
chr12@-@48862009^48861131-@48862011^48862009-48861132^48861130-,chr12,-,48862009^,48861131-,48862011^48862009-48861132^48861130-
chr12@-@48968203^48968006-@48968205^48968203-48968007^48968005-,chr12,-,48968203^,48968006-,48968205^48968203-48968007^48968005-
chr12@-@48968149^48968006-@48968151^48968149-48968007^48968005-,chr12,-,48968149^,48968006-,48968151^48968149-48968007^48968005-
chr12@-@49002965^49002870-@49002967^49002965-49002871^49002869-,chr12,-,49002965^,49002870-,49002967^49002965-49002871^49002869-
chr12@-@49004964^49004633-@49004966^49004964-49004634^49004632-,chr12,-,49004964^,49004633-,49004966^49004964-49004634^49004632-
chr12@-@49005462^49005364-@49005464^49005462-49005365^49005363-,chr12,-,49005462^,49005364-,49005464^49005462-49005365^49005363-
chr12@-@49005462^49005391-@49005464^49005462-49005392^49005390-,chr12,-,49005462^,49005391-,49005464^49005462-49005392^49005390-
chr12@-@49030601^49030439-@49030603^49030601-49030440^49030438-,chr12,-,49030601^,49030439-,49030603^49030601-49030440^49030438-
chr12@-@49101129^49100454-@49101131^49101129-49100455^49100453-,chr12,-,49101129^,49100454-,49101131^49101129-49100455^49100453-
chr12@-@49131298^49129722-@49131300^49131298-49129723^49129721-,chr12,-,49131298^,49129722-,49131300^49131298-49129723^49129721-
chr12@-@49186611^49186458-@49186613^49186611-49186459^49186457-,chr12,-,49186611^,49186458-,49186613^49186611-49186459^49186457-
chr12@+@49330573^49331214-@49330572^49330574-49331214^49331216-,chr12,+,49330573^,49331214-,49330572^49330574-49331214^49331216-
chr12@+@49330573^49330661-@49330572^49330574-49330661^49330663-,chr12,+,49330573^,49330661-,49330572^49330574-49330661^49330663-
chr12@+@49330943^49331214-@49330942^49330944-49331214^49331216-,chr12,+,49330943^,49331214-,49330942^49330944-49331214^49331216-
chr12@-@49566722^49566215-@49566724^49566722-49566216^49566214-,chr12,-,49566722^,49566215-,49566724^49566722-49566216^49566214-
chr12@+@49631925^49632855-@49631924^49631926-49632855^49632857-,chr12,+,49631925^,49632855-,49631924^49631926-49632855^49632857-
chr12@+@49633124^49633427-@49633123^49633125-49633427^49633429-,chr12,+,49633124^,49633427-,49633123^49633125-49633427^49633429-
chr12@+@49642372^49642580-@49642371^49642373-49642580^49642582-,chr12,+,49642372^,49642580-,49642371^49642373-49642580^49642582-
chr12@+@49921979^49923625-@49921978^49921980-49923625^49923627-,chr12,+,49921979^,49923625-,49921978^49921980-49923625^49923627-
chr12@+@49923877^49924331-@49923876^49923878-49924331^49924333-,chr12,+,49923877^,49924331-,49923876^49923878-49924331^49924333-
chr12@+@49923877^49924140-@49923876^49923878-49924140^49924142-,chr12,+,49923877^,49924140-,49923876^49923878-49924140^49924142-
chr12@+@49924000^49924331-@49923999^49924001-49924331^49924333-,chr12,+,49924000^,49924331-,49923999^49924001-49924331^49924333-
chr12@+@49924000^49924140-@49923999^49924001-49924140^49924142-,chr12,+,49924000^,49924140-,49923999^49924001-49924140^49924142-
chr12@+@49975739^49975812-@49975738^49975740-49975812^49975814-,chr12,+,49975739^,49975812-,49975738^49975740-49975812^49975814-
chr12@+@50441595^50441598-@50441594^50441596-50441598^50441600-,chr12,+,50441595^,50441598-,50441594^50441596-50441598^50441600-
chr12@+@50885388^50887262-@50885387^50885389-50887262^50887264-,chr12,+,50885388^,50887262-,50885387^50885389-50887262^50887264-
chr12@+@51240929^51240996-@51240928^51240930-51240996^51240998-,chr12,+,51240929^,51240996-,51240928^51240930-51240996^51240998-
chr12@-@51302686^51302115-@51302688^51302686-51302116^51302114-,chr12,-,51302686^,51302115-,51302688^51302686-51302116^51302114-
chr12@-@52180903^52180608-@52180905^52180903-52180609^52180607-,chr12,-,52180903^,52180608-,52180905^52180903-52180609^52180607-
chr12@-@52490858^52490733-@52490860^52490858-52490734^52490732-,chr12,-,52490858^,52490733-,52490860^52490858-52490734^52490732-
chr12@-@52518103^52517992-@52518105^52518103-52517993^52517991-,chr12,-,52518103^,52517992-,52518105^52518103-52517993^52517991-
chr12@-@52585963^52585835-@52585965^52585963-52585836^52585834-,chr12,-,52585963^,52585835-,52585965^52585963-52585836^52585834-
chr12@-@52611204^52610835-@52611206^52611204-52610836^52610834-,chr12,-,52611204^,52610835-,52611206^52611204-52610836^52610834-
chr12@-@52813848^52813728-@52813850^52813848-52813729^52813727-,chr12,-,52813848^,52813728-,52813850^52813848-52813729^52813727-
chr12@-@52901159^52900683-@52901161^52901159-52900684^52900682-,chr12,-,52901159^,52900683-,52901161^52901159-52900684^52900682-
chr12@-@52901864^52901219-@52901866^52901864-52901220^52901218-,chr12,-,52901864^,52901219-,52901866^52901864-52901220^52901218-
chr12@+@52950410^52950750-@52950409^52950411-52950750^52950752-,chr12,+,52950410^,52950750-,52950409^52950411-52950750^52950752-
chr12@-@53045961^53045653-@53045963^53045961-53045654^53045652-,chr12,-,53045961^,53045653-,53045963^53045961-53045654^53045652-
chr12@+@53058445^53058572-@53058444^53058446-53058572^53058574-,chr12,+,53058445^,53058572-,53058444^53058446-53058572^53058574-
chr12@+@53059971^53060167-@53059970^53059972-53060167^53060169-,chr12,+,53059971^,53060167-,53059970^53059972-53060167^53060169-
chr12@+@53060759^53060849-@53060758^53060760-53060849^53060851-,chr12,+,53060759^,53060849-,53060758^53060760-53060849^53060851-
chr12@+@53062691^53063089-@53062690^53062692-53063089^53063091-,chr12,+,53062691^,53063089-,53062690^53062692-53063089^53063091-
chr12@+@53062697^53063089-@53062696^53062698-53063089^53063091-,chr12,+,53062697^,53063089-,53062696^53062698-53063089^53063091-
chr12@-@53075095^53074784-@53075097^53075095-53074785^53074783-,chr12,-,53075095^,53074784-,53075097^53075095-53074785^53074783-
chr12@+@53288699^53289090-@53288698^53288700-53289090^53289092-,chr12,+,53288699^,53289090-,53288698^53288700-53289090^53289092-
chr12@+@53295941^53296430-@53295940^53295942-53296430^53296432-,chr12,+,53295941^,53296430-,53295940^53295942-53296430^53296432-
chr12@+@53295941^53296244-@53295940^53295942-53296244^53296246-,chr12,+,53295941^,53296244-,53295940^53295942-53296244^53296246-
chr12@+@53296467^53297850-@53296466^53296468-53297850^53297852-,chr12,+,53296467^,53297850-,53296466^53296468-53297850^53297852-
chr12@+@53296551^53297850-@53296550^53296552-53297850^53297852-,chr12,+,53296551^,53297850-,53296550^53296552-53297850^53297852-
chr12@-@53308052^53307929-@53308054^53308052-53307930^53307928-,chr12,-,53308052^,53307929-,53308054^53308052-53307930^53307928-
chr12@-@53308960^53308815-@53308962^53308960-53308816^53308814-,chr12,-,53308960^,53308815-,53308962^53308960-53308816^53308814-
chr12@-@53308960^53308851-@53308962^53308960-53308852^53308850-,chr12,-,53308960^,53308851-,53308962^53308960-53308852^53308850-
chr12@-@53315727^53315140-@53315729^53315727-53315141^53315139-,chr12,-,53315727^,53315140-,53315729^53315727-53315141^53315139-
chr12@-@53315335^53315140-@53315337^53315335-53315141^53315139-,chr12,-,53315335^,53315140-,53315337^53315335-53315141^53315139-
chr12@-@53315727^53315426-@53315729^53315727-53315427^53315425-,chr12,-,53315727^,53315426-,53315729^53315727-53315427^53315425-
chr12@-@53315727^53315486-@53315729^53315727-53315487^53315485-,chr12,-,53315727^,53315486-,53315729^53315727-53315487^53315485-
chr12@-@53321201^53320692-@53321203^53321201-53320693^53320691-,chr12,-,53321201^,53320692-,53321203^53321201-53320693^53320691-
chr12@+@53425487^53425689-@53425486^53425488-53425689^53425691-,chr12,+,53425487^,53425689-,53425486^53425488-53425689^53425691-
chr12@+@53425487^53425686-@53425486^53425488-53425686^53425688-,chr12,+,53425487^,53425686-,53425486^53425488-53425686^53425688-
chr12@+@53425573^53425689-@53425572^53425574-53425689^53425691-,chr12,+,53425573^,53425689-,53425572^53425574-53425689^53425691-
chr12@+@53455370^53455461-@53455369^53455371-53455461^53455463-,chr12,+,53455370^,53455461-,53455369^53455371-53455461^53455463-
chr12@-@53485056^53484365-@53485058^53485056-53484366^53484364-,chr12,-,53485056^,53484365-,53485058^53485056-53484366^53484364-
chr12@-@53487255^53487145-@53487257^53487255-53487146^53487144-,chr12,-,53487255^,53487145-,53487257^53487255-53487146^53487144-
chr12@-@53487255^53487155-@53487257^53487255-53487156^53487154-,chr12,-,53487255^,53487155-,53487257^53487255-53487156^53487154-
chr12@-@53714133^53713900-@53714135^53714133-53713901^53713899-,chr12,-,53714133^,53713900-,53714135^53714133-53713901^53713899-
chr12@-@53722025^53721615-@53722027^53722025-53721616^53721614-,chr12,-,53722025^,53721615-,53722027^53722025-53721616^53721614-
chr12@+@54281502^54281795-@54281501^54281503-54281795^54281797-,chr12,+,54281502^,54281795-,54281501^54281503-54281795^54281797-
chr12@-@54384700^54384564-@54384702^54384700-54384565^54384563-,chr12,-,54384700^,54384564-,54384702^54384700-54384565^54384563-
chr12@-@54403625^54403324-@54403627^54403625-54403325^54403323-,chr12,-,54403625^,54403324-,54403627^54403625-54403325^54403323-
chr12@-@54404703^54404475-@54404705^54404703-54404476^54404474-,chr12,-,54404703^,54404475-,54404705^54404703-54404476^54404474-
chr12@+@54570357^54572601-@54570356^54570358-54572601^54572603-,chr12,+,54570357^,54572601-,54570356^54570358-54572601^54572603-
chr12@+@54856808^54856839-@54856807^54856809-54856839^54856841-,chr12,+,54856808^,54856839-,54856807^54856809-54856839^54856841-
chr12@+@55129897^55132426-@55129896^55129898-55132426^55132428-,chr12,+,55129897^,55132426-,55129896^55129898-55132426^55132428-
chr12@-@55695522^55694970-@55695524^55695522-55694971^55694969-,chr12,-,55695522^,55694970-,55695524^55695522-55694971^55694969-
chr12@+@55831083^55831257-@55831082^55831084-55831257^55831259-,chr12,+,55831083^,55831257-,55831082^55831084-55831257^55831259-
chr12@+@55833014^55833447-@55833013^55833015-55833447^55833449-,chr12,+,55833014^,55833447-,55833013^55833015-55833447^55833449-
chr12@+@55833038^55833447-@55833037^55833039-55833447^55833449-,chr12,+,55833038^,55833447-,55833037^55833039-55833447^55833449-
chr12@+@55835615^55836126-@55835614^55835616-55836126^55836128-,chr12,+,55835615^,55836126-,55835614^55835616-55836126^55836128-
chr12@+@55938989^55939186-@55938988^55938990-55939186^55939188-,chr12,+,55938989^,55939186-,55938988^55938990-55939186^55939188-
chr12@+@55939529^55940314-@55939528^55939530-55940314^55940316-,chr12,+,55939529^,55940314-,55939528^55939530-55940314^55940316-
chr12@+@55939529^55940082-@55939528^55939530-55940082^55940084-,chr12,+,55939529^,55940082-,55939528^55939530-55940082^55940084-
chr12@+@55940168^55940314-@55940167^55940169-55940314^55940316-,chr12,+,55940168^,55940314-,55940167^55940169-55940314^55940316-
chr12@+@55940170^55940314-@55940169^55940171-55940314^55940316-,chr12,+,55940170^,55940314-,55940169^55940171-55940314^55940316-
chr12@+@55940170^55940252-@55940169^55940171-55940252^55940254-,chr12,+,55940170^,55940252-,55940169^55940171-55940252^55940254-
chr12@+@55940433^55940624-@55940432^55940434-55940624^55940626-,chr12,+,55940433^,55940624-,55940432^55940434-55940624^55940626-
chr12@+@55940980^55941252-@55940979^55940981-55941252^55941254-,chr12,+,55940980^,55941252-,55940979^55940981-55941252^55941254-
chr12@+@55942083^55942174-@55942082^55942084-55942174^55942176-,chr12,+,55942083^,55942174-,55942082^55942084-55942174^55942176-
chr12@+@55951783^55952035-@55951782^55951784-55952035^55952037-,chr12,+,55951783^,55952035-,55951782^55951784-55952035^55952037-
chr12@+@55952431^55952734-@55952430^55952432-55952734^55952736-,chr12,+,55952431^,55952734-,55952430^55952432-55952734^55952736-
chr12@+@55953410^55953685-@55953409^55953411-55953685^55953687-,chr12,+,55953410^,55953685-,55953409^55953411-55953685^55953687-
chr12@-@55957186^55957059-@55957188^55957186-55957060^55957058-,chr12,-,55957186^,55957059-,55957188^55957186-55957060^55957058-
chr12@+@55967124^55967857-@55967123^55967125-55967857^55967859-,chr12,+,55967124^,55967857-,55967123^55967125-55967857^55967859-
chr12@+@56002271^56002604-@56002270^56002272-56002604^56002606-,chr12,+,56002271^,56002604-,56002270^56002272-56002604^56002606-
chr12@+@56002271^56002543-@56002270^56002272-56002543^56002545-,chr12,+,56002271^,56002543-,56002270^56002272-56002543^56002545-
chr12@+@56042602^56043363-@56042601^56042603-56043363^56043365-,chr12,+,56042602^,56043363-,56042601^56042603-56043363^56043365-
chr12@+@56087642^56087795-@56087641^56087643-56087795^56087797-,chr12,+,56087642^,56087795-,56087641^56087643-56087795^56087797-
chr12@+@56094189^56094402-@56094188^56094190-56094402^56094404-,chr12,+,56094189^,56094402-,56094188^56094190-56094402^56094404-
chr12@+@56098575^56098759-@56098574^56098576-56098759^56098761-,chr12,+,56098575^,56098759-,56098574^56098576-56098759^56098761-
chr12@+@56107095^56107187-@56107094^56107096-56107187^56107189-,chr12,+,56107095^,56107187-,56107094^56107096-56107187^56107189-
chr12@+@56131113^56131244-@56131112^56131114-56131244^56131246-,chr12,+,56131113^,56131244-,56131112^56131114-56131244^56131246-
chr12@+@56154840^56155055-@56154839^56154841-56155055^56155057-,chr12,+,56154840^,56155055-,56154839^56154841-56155055^56155057-
chr12@+@56158404^56158684-@56158403^56158405-56158684^56158686-,chr12,+,56158404^,56158684-,56158403^56158405-56158684^56158686-
chr12@+@56158711^56159623-@56158710^56158712-56159623^56159625-,chr12,+,56158711^,56159623-,56158710^56158712-56159623^56159625-
chr12@+@56158711^56159587-@56158710^56158712-56159587^56159589-,chr12,+,56158711^,56159587-,56158710^56158712-56159587^56159589-
chr12@+@56159622^56160025-@56159621^56159623-56160025^56160027-,chr12,+,56159622^,56160025-,56159621^56159623-56160025^56160027-
chr12@+@56159622^56159975-@56159621^56159623-56159975^56159977-,chr12,+,56159622^,56159975-,56159621^56159623-56159975^56159977-
chr12@+@56159730^56159975-@56159729^56159731-56159975^56159977-,chr12,+,56159730^,56159975-,56159729^56159731-56159975^56159977-
chr12@-@56164648^56164368-@56164650^56164648-56164369^56164367-,chr12,-,56164648^,56164368-,56164650^56164648-56164369^56164367-
chr12@-@56178810^56178534-@56178812^56178810-56178535^56178533-,chr12,-,56178810^,56178534-,56178812^56178810-56178535^56178533-
chr12@-@56181482^56181101-@56181484^56181482-56181102^56181100-,chr12,-,56181482^,56181101-,56181484^56181482-56181102^56181100-
chr12@+@56226260^56226356-@56226259^56226261-56226356^56226358-,chr12,+,56226260^,56226356-,56226259^56226261-56226356^56226358-
chr12@+@56231289^56231466-@56231288^56231290-56231466^56231468-,chr12,+,56231289^,56231466-,56231288^56231290-56231466^56231468-
chr12@+@56231289^56231377-@56231288^56231290-56231377^56231379-,chr12,+,56231289^,56231377-,56231288^56231290-56231377^56231379-
chr12@-@56243238^56237968-@56243240^56243238-56237969^56237967-,chr12,-,56243238^,56237968-,56243240^56243238-56237969^56237967-
chr12@+@56269108^56269460-@56269107^56269109-56269460^56269462-,chr12,+,56269108^,56269460-,56269107^56269109-56269460^56269462-
chr12@+@56269251^56269460-@56269250^56269252-56269460^56269462-,chr12,+,56269251^,56269460-,56269250^56269252-56269460^56269462-
chr12@-@56319308^56319181-@56319310^56319308-56319182^56319180-,chr12,-,56319308^,56319181-,56319310^56319308-56319182^56319180-
chr12@-@56323062^56322758-@56323064^56323062-56322759^56322757-,chr12,-,56323062^,56322758-,56323064^56323062-56322759^56322757-
chr12@-@56343304^56342869-@56343306^56343304-56342870^56342868-,chr12,-,56343304^,56342869-,56343306^56343304-56342870^56342868-
chr12@-@56350412^56350190-@56350414^56350412-56350191^56350189-,chr12,-,56350412^,56350190-,56350414^56350412-56350191^56350189-
chr12@-@56355276^56354863-@56355278^56355276-56354864^56354862-,chr12,-,56355276^,56354863-,56355278^56355276-56354864^56354862-
chr12@-@56355089^56354863-@56355091^56355089-56354864^56354862-,chr12,-,56355089^,56354863-,56355091^56355089-56354864^56354862-
