ase_id,chr,strand,out_donor,out_acceptor,in_junction
chr7@-@44078756^44074530-@44078554^44078438-44078322^44076629-44076509^44074530-,chr7,-,44078756^,44074530-,44078554^44078438-44078322^44076629-44076509^44074530-
chr7@-@44078756^44074530-@44078740^44074530-,chr7,-,44078756^,44074530-,44078740^44074530-
chr7@-@44078756^44074530-@44078740^44076629-44076509^44074530-,chr7,-,44078756^,44074530-,44078740^44076629-44076509^44074530-
chr7@-@44074398^44074025-@44074131^44074025-,chr7,-,44074398^,44074025-,44074131^44074025-
chr7@+@44111630^44111854-@44111772^44111854-,chr7,+,44111630^,44111854-,44111772^44111854-
chr7@-@44117619^44117247-@44117584^44117247-,chr7,-,44117619^,44117247-,44117584^44117247-
chr7@-@44572574^44572437-@44572563^44572437-,chr7,-,44572574^,44572437-,44572563^44572437-
chr7@-@44570015^44569903-@44569984^44569903-,chr7,-,44570015^,44569903-,44569984^44569903-
chr7@+@44761905^44762881-@44761918^44762881-,chr7,+,44761905^,44762881-,44761918^44762881-
chr7@+@44798814^44799247-@44798904^44799247-,chr7,+,44798814^,44799247-,44798904^44799247-
chr7@-@44975484^44975227-@44975476^44975227-,chr7,-,44975484^,44975227-,44975476^44975227-
chr7@-@44969413^44967958-@44968920^44967958-,chr7,-,44969413^,44967958-,44968920^44967958-
chr7@-@44986021^44984426-@44985882^44984426-,chr7,-,44986021^,44984426-,44985882^44984426-
chr7@-@44986021^44984046-@44984357^44984046-,chr7,-,44986021^,44984046-,44984357^44984046-
chr7@-@44986021^44984046-@44985882^44984426-44984357^44984046-,chr7,-,44986021^,44984046-,44985882^44984426-44984357^44984046-
chr7@-@45108932^45105764-@45108827^45105764-,chr7,-,45108932^,45105764-,45108827^45105764-
chr7@-@45102347^45102070-@45102281^45102070-,chr7,-,45102347^,45102070-,45102281^45102070-
chr7@+@45183408^45186199-@45183420^45186199-,chr7,+,45183408^,45186199-,45183420^45186199-
chr7@-@47979421^47978816-@47979410^47978816-,chr7,-,47979421^,47978816-,47979410^47978816-
chr7@-@47979468^47978816-@47979410^47978816-,chr7,-,47979468^,47978816-,47979410^47978816-
chr7@-@47979468^47978816-@47979421^47978816-,chr7,-,47979468^,47978816-,47979421^47978816-
chr7@+@48101870^48103297-@48101982^48103297-,chr7,+,48101870^,48103297-,48101982^48103297-
chr7@+@48101870^48106873-@48101982^48103297-48103411^48106873-,chr7,+,48101870^,48106873-,48101982^48103297-48103411^48106873-
chr7@+@48234151^48239241-@48234227^48239241-,chr7,+,48234151^,48239241-,48234227^48239241-
chr7@+@48507956^48511084-@48508049^48511084-,chr7,+,48507956^,48511084-,48508049^48511084-
chr7@-@50449563^50448289-@50449545^50448289-,chr7,-,50449563^,50448289-,50449545^50448289-
chr7@-@50449563^50448289-@50449118^50448289-,chr7,-,50449563^,50448289-,50449118^50448289-
chr7@-@50449563^50448289-@50449500^50448289-,chr7,-,50449563^,50448289-,50449500^50448289-
chr7@-@50449545^50448289-@50449118^50448289-,chr7,-,50449545^,50448289-,50449118^50448289-
chr7@-@50449545^50448289-@50449500^50448289-,chr7,-,50449545^,50448289-,50449500^50448289-
chr7@-@50449500^50448289-@50449118^50448289-,chr7,-,50449500^,50448289-,50449118^50448289-
chr7@-@53811660^53780038-@53811508^53780038-,chr7,-,53811660^,53780038-,53811508^53780038-
chr7@-@55537559^55521130-@55537501^55521130-,chr7,-,55537559^,55521130-,55537501^55521130-
chr7@-@55561980^55521130-@55561854^55521130-,chr7,-,55561980^,55521130-,55561854^55521130-
chr7@+@56068638^56072997-@56068647^56072997-,chr7,+,56068638^,56072997-,56068647^56072997-
chr7@+@56074639^56076834-@56074736^56076834-,chr7,+,56074639^,56076834-,56074736^56076834-
chr7@+@56068638^56076834-@56068647^56072997-56073111^56074174-56074218^56074586-56074736^56076834-,chr7,+,56068638^,56076834-,56068647^56072997-56073111^56074174-56074218^56074586-56074736^56076834-
chr7@-@56482284^56477832-@56482095^56477832-,chr7,-,56482284^,56477832-,56482095^56477832-
chr7@+@57407550^57408276-@57407558^57408276-,chr7,+,57407550^,57408276-,57407558^57408276-
chr7@-@65979834^65979541-@65979727^65979541-,chr7,-,65979834^,65979541-,65979727^65979541-
chr7@-@65979399^65976202-@65979386^65976202-,chr7,-,65979399^,65976202-,65979386^65976202-
chr7@-@65979834^65975071-@65979727^65979541-65979399^65976202-65976015^65975071-,chr7,-,65979834^,65975071-,65979727^65979541-65979399^65976202-65976015^65975071-
chr7@+@66089175^66089612-@66089335^66089612-,chr7,+,66089175^,66089612-,66089335^66089612-
chr7@-@66390104^66382427-@66390082^66382912-66382702^66382427-,chr7,-,66390104^,66382427-,66390082^66382912-66382702^66382427-
chr7@+@66494021^66495255-@66494364^66495255-,chr7,+,66494021^,66495255-,66494364^66495255-
chr7@+@66638391^66638856-@66638431^66638856-,chr7,+,66638391^,66638856-,66638431^66638856-
chr7@+@66638929^66639961-@66639228^66639961-,chr7,+,66638929^,66639961-,66639228^66639961-
chr7@-@66832400^66831285-@66832270^66831285-,chr7,-,66832400^,66831285-,66832270^66831285-
chr7@-@66994220^66993417-@66994212^66993417-,chr7,-,66994220^,66993417-,66994212^66993417-
chr7@+@70766334^70768024-@70766355^70768024-,chr7,+,70766334^,70768024-,70766355^70768024-
chr7@+@70766334^70771549-@70766355^70768024-70768068^70771549-,chr7,+,70766334^,70771549-,70766355^70768024-70768068^70771549-
chr7@+@70777174^70781615-@70777217^70781615-,chr7,+,70777174^,70781615-,70777217^70781615-
chr7@-@73308431^73305097-@73307583^73307502-73307394^73305097-,chr7,-,73308431^,73305097-,73307583^73307502-73307394^73305097-
chr7@+@73329449^73330150-@73329834^73330150-,chr7,+,73329449^,73330150-,73329834^73330150-
chr7@-@73573961^73573471-@73573938^73573471-,chr7,-,73573961^,73573471-,73573938^73573471-
chr7@-@73607331^73607018-@73607136^73607018-,chr7,-,73607331^,73607018-,73607136^73607018-
chr7@+@73683923^73686636-@73684000^73686636-,chr7,+,73683923^,73686636-,73684000^73686636-
chr7@+@73683901^73686636-@73683923^73686636-,chr7,+,73683901^,73686636-,73683923^73686636-
chr7@+@73683804^73686636-@73683923^73686636-,chr7,+,73683804^,73686636-,73683923^73686636-
chr7@+@73683901^73686636-@73684000^73686636-,chr7,+,73683901^,73686636-,73684000^73686636-
chr7@+@73683804^73686636-@73684000^73686636-,chr7,+,73683804^,73686636-,73684000^73686636-
chr7@+@73683804^73686636-@73683901^73686636-,chr7,+,73683804^,73686636-,73683901^73686636-
chr7@+@73683804^73690916-@73684000^73686636-73686731^73686818-73686900^73686999-73687095^73690916-,chr7,+,73683804^,73690916-,73684000^73686636-73686731^73686818-73686900^73686999-73687095^73690916-
chr7@+@73683804^73690916-@73683901^73686636-73686731^73686818-73686900^73686999-73687095^73690916-,chr7,+,73683804^,73690916-,73683901^73686636-73686731^73686818-73686900^73686999-73687095^73690916-
chr7@+@73692646^73697605-@73693414^73693624-73693669^73693992-73694050^73697605-,chr7,+,73692646^,73697605-,73693414^73693624-73693669^73693992-73694050^73697605-
chr7@-@73702845^73700931-@73702730^73700931-,chr7,-,73702845^,73700931-,73702730^73700931-
chr7@-@73738333^73737735-@73738328^73737735-,chr7,-,73738333^,73737735-,73738328^73737735-
chr7@-@73738333^73737735-@73738328^73738072-73737876^73737735-,chr7,-,73738333^,73737735-,73738328^73738072-73737876^73737735-
chr7@-@73737562^73737110-@73737221^73737110-,chr7,-,73737562^,73737110-,73737221^73737110-
chr7@-@73737562^73736691-@73737221^73737110-73736929^73736691-,chr7,-,73737562^,73736691-,73737221^73737110-73736929^73736691-
chr7@+@74035414^74036555-@74035688^74036555-,chr7,+,74035414^,74036555-,74035688^74036555-
chr7@+@74035414^74037707-@74035688^74036555-74036584^74037707-,chr7,+,74035414^,74037707-,74035688^74036555-74036584^74037707-
chr7@+@74056357^74056672-@74056435^74056672-,chr7,+,74056357^,74056672-,74056435^74056672-
chr7@+@74060501^74061101-@74060600^74061101-,chr7,+,74060501^,74061101-,74060600^74061101-
chr7@+@74214940^74215947-@74215099^74215947-,chr7,+,74214940^,74215947-,74215099^74215947-
chr7@+@74214940^74215947-@74215010^74215947-,chr7,+,74214940^,74215947-,74215010^74215947-
chr7@+@74214917^74215947-@74214940^74215947-,chr7,+,74214917^,74215947-,74214940^74215947-
chr7@+@74215010^74215947-@74215099^74215947-,chr7,+,74215010^,74215947-,74215099^74215947-
chr7@+@74214917^74215947-@74215099^74215947-,chr7,+,74214917^,74215947-,74215099^74215947-
chr7@+@74214917^74215947-@74215010^74215947-,chr7,+,74214917^,74215947-,74215010^74215947-
chr7@+@74216834^74219744-@74216864^74219744-,chr7,+,74216834^,74219744-,74216864^74219744-
chr7@-@74237362^74235645-@74237289^74235645-,chr7,-,74237362^,74235645-,74237289^74235645-
chr7@+@74386597^74389103-@74386604^74389103-,chr7,+,74386597^,74389103-,74386604^74389103-
chr7@+@74777347^74779082-@74777420^74779082-,chr7,+,74777347^,74779082-,74777420^74779082-
chr7@+@74785261^74787984-@74785299^74787984-,chr7,+,74785261^,74787984-,74785299^74787984-
chr7@-@74890388^74888397-@74890271^74888397-,chr7,-,74890388^,74888397-,74890271^74888397-
chr7@+@75143978^75147694-@75143993^75147694-,chr7,+,75143978^,75147694-,75143993^75147694-
chr7@+@75410726^75411408-@75410834^75411408-,chr7,+,75410726^,75411408-,75410834^75411408-
chr7@+@75415770^75415981-@75415778^75415981-,chr7,+,75415770^,75415981-,75415778^75415981-
chr7@+@75915179^75953989-@75915666^75953989-,chr7,+,75915179^,75953989-,75915666^75953989-
chr7@+@75972461^75979451-@75972764^75979451-,chr7,+,75972461^,75979451-,75972764^75979451-
chr7@+@75980488^75981048-@75980722^75981048-,chr7,+,75980488^,75981048-,75980722^75981048-
chr7@+@75980488^75981517-@75980722^75981048-75981172^75981517-,chr7,+,75980488^,75981517-,75980722^75981048-75981172^75981517-
chr7@+@76048226^76054830-@76048522^76054830-,chr7,+,76048226^,76054830-,76048522^76054830-
chr7@+@77286855^77287440-@77286926^77287440-,chr7,+,77286855^,77287440-,77286926^77287440-
chr7@-@77696172^77685328-@77695896^77685328-,chr7,-,77696172^,77685328-,77695896^77685328-
chr7@-@77696172^77685328-@77695896^77685328-,chr7,-,77696172^,77685328-,77695896^77685328-
chr7@-@78194880^78185670-@78194874^78185670-,chr7,-,78194880^,78185670-,78194874^78185670-
chr7@-@78194880^78178102-@78194874^78178102-,chr7,-,78194880^,78178102-,78194874^78178102-
chr7@-@78194880^78178102-@78194874^78185670-78185629^78178102-,chr7,-,78194880^,78178102-,78194874^78185670-78185629^78178102-
chr7@-@78194880^78178102-@78194874^78185670-78185629^78184651-78184428^78178102-,chr7,-,78194880^,78178102-,78194874^78185670-78185629^78184651-78184428^78178102-
chr7@+@79455007^79458847-@79458730^79458847-,chr7,+,79455007^,79458847-,79458730^79458847-
chr7@+@80134568^80135006-@80134588^80135006-,chr7,+,80134568^,80135006-,80134588^80135006-
chr7@+@80134568^80135028-@80134588^80135028-,chr7,+,80134568^,80135028-,80134588^80135028-
chr7@-@80373816^80372294-@80373812^80372294-,chr7,-,80373816^,80372294-,80373812^80372294-
chr7@-@80384048^80380446-@80383903^80380446-,chr7,-,80384048^,80380446-,80383903^80380446-
chr7@+@80656660^80662990-@80656700^80661063-80661210^80662990-,chr7,+,80656660^,80662990-,80656700^80661063-80661210^80662990-
chr7@+@80670022^80671922-@80671164^80671922-,chr7,+,80670022^,80671922-,80671164^80671922-
chr7@-@81586947^81584440-@81586880^81584440-,chr7,-,81586947^,81584440-,81586880^81584440-
chr7@-@81594525^81584440-@81594521^81588975-81588853^81584440-,chr7,-,81594525^,81584440-,81594521^81588975-81588853^81584440-
chr7@-@82847147^82846634-@82847139^82846634-,chr7,-,82847147^,82846634-,82847139^82846634-
chr7@+@87163286^87163495-@87163332^87163495-,chr7,+,87163286^,87163495-,87163332^87163495-
chr7@-@87345305^87341684-@87345043^87341684-,chr7,-,87345305^,87341684-,87345043^87341684-
chr7@-@87341523^87325444-@87341355^87325444-,chr7,-,87341523^,87325444-,87341355^87325444-
chr7@+@87878133^87884979-@87878225^87884979-,chr7,+,87878133^,87884979-,87878225^87884979-
chr7@+@88179042^88181505-@88179129^88181505-,chr7,+,88179042^,88181505-,88179129^88181505-
chr7@+@89490274^89491635-@89490613^89490708-89490824^89491635-,chr7,+,89490274^,89491635-,89490613^89490708-89490824^89491635-
chr7@+@90262050^90265301-@90262056^90265301-,chr7,+,90262050^,90265301-,90262056^90265301-
chr7@+@90268330^90271526-@90268384^90271526-,chr7,+,90268330^,90271526-,90268384^90271526-
chr7@+@90405608^90412007-@90405612^90412007-,chr7,+,90405608^,90412007-,90405612^90412007-
chr7@+@90412049^90412644-@90412061^90412644-,chr7,+,90412049^,90412644-,90412061^90412644-
chr7@+@90405608^90412644-@90405612^90412644-,chr7,+,90405608^,90412644-,90405612^90412644-
chr7@+@90405608^90412644-@90405612^90412007-90412061^90412644-,chr7,+,90405608^,90412644-,90405612^90412007-90412061^90412644-
chr7@+@90405608^90479228-@90405612^90479228-,chr7,+,90405608^,90479228-,90405612^90479228-
chr7@+@91496601^91513728-@91496646^91513728-,chr7,+,91496601^,91513728-,91496646^91513728-
chr7@-@91880657^91880113-@91880643^91880113-,chr7,-,91880657^,91880113-,91880643^91880113-
chr7@-@92245790^92245171-@92245465^92245171-,chr7,-,92245790^,92245171-,92245465^92245171-
chr7@-@92245844^92245171-@92245465^92245171-,chr7,-,92245844^,92245171-,92245465^92245171-
chr7@-@92245844^92245171-@92245790^92245171-,chr7,-,92245844^,92245171-,92245790^92245171-
chr7@-@92518995^92518255-@92518960^92518255-,chr7,-,92518995^,92518255-,92518960^92518255-
chr7@-@92489719^92489423-@92489714^92489423-,chr7,-,92489719^,92489423-,92489714^92489423-
chr7@-@92566014^92562368-@92566010^92562368-,chr7,-,92566014^,92562368-,92566010^92562368-
chr7@+@92854953^92916837-@92854999^92916837-,chr7,+,92854953^,92916837-,92854999^92916837-
chr7@-@93147088^93146040-@93146883^93146040-,chr7,-,93147088^,93146040-,93146883^93146040-
chr7@+@93239934^93252653-@93239950^93252653-,chr7,+,93239934^,93252653-,93239950^93252653-
chr7@+@93296836^93297145-@93296959^93297145-,chr7,+,93296836^,93297145-,93296959^93297145-
chr7@-@93889035^93887431-@93889017^93887431-,chr7,-,93889035^,93887431-,93889017^93887431-
chr7@-@94597930^94588732-@94597749^94588732-,chr7,-,94597930^,94588732-,94597749^94588732-
chr7@-@94588689^94585515-@94587778^94585515-,chr7,-,94588689^,94585515-,94587778^94585515-
chr7@-@94622546^94621995-@94622516^94621995-,chr7,-,94622546^,94621995-,94622516^94621995-
chr7@-@94622546^94618956-@94622516^94621995-94621849^94618956-,chr7,-,94622546^,94618956-,94622516^94621995-94621849^94618956-
chr7@-@94622546^94618956-@94622516^94618956-,chr7,-,94622546^,94618956-,94622516^94618956-
chr7@-@94600646^94598963-@94599697^94598963-,chr7,-,94600646^,94598963-,94599697^94598963-
chr7@-@94597930^94588732-@94597749^94588732-,chr7,-,94597930^,94588732-,94597749^94588732-
chr7@-@94597924^94588732-@94597749^94588732-,chr7,-,94597924^,94588732-,94597749^94588732-
chr7@-@94597930^94588732-@94597924^94588732-,chr7,-,94597930^,94588732-,94597924^94588732-
chr7@-@94588689^94585515-@94587778^94585515-,chr7,-,94588689^,94585515-,94587778^94585515-
chr7@+@94656580^94663334-@94656591^94663334-,chr7,+,94656580^,94663334-,94656591^94663334-
chr7@+@95284216^95286206-@95284330^95286206-,chr7,+,95284216^,95286206-,95284330^95286206-
chr7@-@95416242^95412477-@95416172^95412477-,chr7,-,95416242^,95412477-,95416172^95412477-
chr7@-@95409954^95407068-@95409901^95407068-,chr7,-,95409954^,95407068-,95409901^95407068-
chr7@-@96653745^96647540-@96653709^96647540-,chr7,-,96653745^,96647540-,96653709^96647540-
chr7@-@96979490^96969118-@96979084^96969118-,chr7,-,96979490^,96969118-,96979084^96969118-
chr7@-@96979084^96969118-@96978347^96969118-,chr7,-,96979084^,96969118-,96978347^96969118-
chr7@-@97012181^96969118-@97011825^96969118-,chr7,-,97012181^,96969118-,97011825^96969118-
chr7@-@98251419^98246165-@98251394^98246165-,chr7,-,98251419^,98246165-,98251394^98246165-
chr7@-@98251419^98245067-@98251394^98246165-98245922^98245067-,chr7,-,98251419^,98245067-,98251394^98246165-98245922^98245067-
chr7@+@98983459^98984093-@98983492^98984093-,chr7,+,98983459^,98984093-,98983492^98984093-
chr7@+@99030757^99030885-@99030764^99030885-,chr7,+,99030757^,99030885-,99030764^99030885-
chr7@+@99377439^99385702-@99377455^99385702-,chr7,+,99377439^,99385702-,99377455^99385702-
chr7@+@99377439^99385702-@99377455^99384051-99384171^99385702-,chr7,+,99377439^,99385702-,99377455^99384051-99384171^99385702-
chr7@+@99377439^99385702-@99377455^99385702-,chr7,+,99377439^,99385702-,99377455^99385702-
chr7@+@99559007^99560533-@99559021^99560533-,chr7,+,99559007^,99560533-,99559021^99560533-
chr7@+@99619993^99621373-@99619997^99621373-,chr7,+,99619993^,99621373-,99619997^99621373-
chr7@+@99847601^99848166-@99847614^99848166-,chr7,+,99847601^,99848166-,99847614^99848166-
chr7@+@99847601^99848166-@99847659^99848166-,chr7,+,99847601^,99848166-,99847659^99848166-
chr7@+@99847614^99848166-@99847659^99848166-,chr7,+,99847614^,99848166-,99847659^99848166-
chr7@+@99839155^99849546-@99839172^99844143-99844242^99847488-99847601^99848166-99848254^99849546-,chr7,+,99839155^,99849546-,99839172^99844143-99844242^99847488-99847601^99848166-99848254^99849546-
chr7@+@99839155^99849546-@99839172^99847488-99847659^99848166-99848254^99849546-,chr7,+,99839155^,99849546-,99839172^99847488-99847659^99848166-99848254^99849546-
chr7@+@99839155^99849546-@99839172^99847488-99848254^99849546-,chr7,+,99839155^,99849546-,99839172^99847488-99848254^99849546-
chr7@-@100077303^100075630-@100077229^100075630-,chr7,-,100077303^,100075630-,100077229^100075630-
chr7@+@100091307^100091420-@100091330^100091420-,chr7,+,100091307^,100091420-,100091330^100091420-
chr7@+@100101989^100102675-@100102393^100102675-,chr7,+,100101989^,100102675-,100102393^100102675-
chr7@+@100101968^100102675-@100102393^100102675-,chr7,+,100101968^,100102675-,100102393^100102675-
chr7@+@100101968^100102675-@100101989^100102675-,chr7,+,100101968^,100102675-,100101989^100102675-
chr7@+@100102746^100103409-@100102781^100103409-,chr7,+,100102746^,100103409-,100102781^100103409-
chr7@+@100102746^100103409-@100102781^100102864-100102960^100103409-,chr7,+,100102746^,100103409-,100102781^100102864-100102960^100103409-
chr7@+@100101968^100103409-@100101989^100102675-100102781^100102864-100102960^100103409-,chr7,+,100101968^,100103409-,100101989^100102675-100102781^100102864-100102960^100103409-
chr7@+@100101968^100103409-@100102393^100102675-100102781^100102864-100102960^100103409-,chr7,+,100101968^,100103409-,100102393^100102675-100102781^100102864-100102960^100103409-
chr7@-@100113680^100113405-@100113616^100113405-,chr7,-,100113680^,100113405-,100113616^100113405-
chr7@-@100118518^100114268-@100118396^100114268-,chr7,-,100118518^,100114268-,100118396^100114268-
chr7@-@100114084^100113954-@100114054^100113954-,chr7,-,100114084^,100113954-,100114054^100113954-
chr7@-@100113616^100112917-@100113349^100112917-,chr7,-,100113616^,100112917-,100113349^100112917-
chr7@+@100149565^100153400-@100149579^100153400-,chr7,+,100149565^,100153400-,100149579^100153400-
chr7@-@100157373^100157214-@100157293^100157214-,chr7,-,100157373^,100157214-,100157293^100157214-
chr7@+@100177972^100180493-@100178005^100180493-,chr7,+,100177972^,100180493-,100178005^100180493-
chr7@-@100213047^100211994-@100212953^100211994-,chr7,-,100213047^,100211994-,100212953^100211994-
chr7@+@100336220^100338179-@100336337^100338179-,chr7,+,100336220^,100338179-,100336337^100338179-
chr7@+@100353483^100355143-@100354012^100355143-,chr7,+,100353483^,100355143-,100354012^100355143-
chr7@+@100356883^100358220-@100356938^100358220-,chr7,+,100356883^,100358220-,100356938^100358220-
chr7@-@100419111^100417183-@100419002^100417183-,chr7,-,100419111^,100417183-,100419002^100417183-
chr7@-@100577273^100577005-@100577086^100577005-,chr7,-,100577273^,100577005-,100577086^100577005-
chr7@+@100590315^100591667-@100590357^100591667-,chr7,+,100590315^,100591667-,100590357^100591667-
chr7@+@100591902^100592783-@100592286^100592783-,chr7,+,100591902^,100592783-,100592286^100592783-
chr7@+@100592860^100594383-@100593017^100594383-,chr7,+,100592860^,100594383-,100593017^100594383-
chr7@+@100612996^100613477-@100613269^100613477-,chr7,+,100612996^,100613477-,100613269^100613477-
chr7@-@100687359^100684894-@100687298^100687046-100687006^100686819-100686649^100686433-100686180^100686079-100685974^100685481-100685344^100685146-100685049^100684894-,chr7,-,100687359^,100684894-,100687298^100687046-100687006^100686819-100686649^100686433-100686180^100686079-100685974^100685481-100685344^100685146-100685049^100684894-
chr7@+@100792479^100793820-@100792544^100793820-,chr7,+,100792479^,100793820-,100792544^100793820-
chr7@+@100792479^100794120-@100792544^100794120-,chr7,+,100792479^,100794120-,100792544^100794120-
chr7@+@100792479^100794120-@100792544^100793820-100794018^100794120-,chr7,+,100792479^,100794120-,100792544^100793820-100794018^100794120-
chr7@-@100817262^100814021-@100817192^100814021-,chr7,-,100817262^,100814021-,100817192^100814021-
chr7@+@100885762^100885863-@100885774^100885863-,chr7,+,100885762^,100885863-,100885774^100885863-
chr7@-@100892687^100891338-@100892334^100891338-,chr7,-,100892687^,100891338-,100892334^100891338-
chr7@-@100892708^100890335-@100892334^100891338-100891169^100890335-,chr7,-,100892708^,100890335-,100892334^100891338-100891169^100890335-
chr7@-@100892708^100890335-@100892687^100891338-100891169^100890335-,chr7,-,100892708^,100890335-,100892687^100891338-100891169^100890335-
chr7@-@101211591^101210673-@101211541^101210673-,chr7,-,101211591^,101210673-,101211541^101210673-
chr7@-@101216197^101216020-@101216163^101216020-,chr7,-,101216197^,101216020-,101216163^101216020-
chr7@+@101218485^101222604-@101221796^101222604-,chr7,+,101218485^,101222604-,101221796^101222604-
chr7@-@101318956^101316542-@101318124^101316542-,chr7,-,101318956^,101316542-,101318124^101316542-
chr7@-@102488463^102485159-@102488220^102485159-,chr7,-,102488463^,102485159-,102488220^102485159-
chr7@-@102488463^102485159-@102487786^102485159-,chr7,-,102488463^,102485159-,102487786^102485159-
chr7@-@102488220^102485159-@102487786^102485159-,chr7,-,102488220^,102485159-,102487786^102485159-
chr7@-@102572472^102569924-@102572443^102569924-,chr7,-,102572472^,102569924-,102572443^102569924-
chr7@-@102594492^102594242-@102594447^102594242-,chr7,-,102594492^,102594242-,102594447^102594242-
chr7@+@102749636^102751692-@102749658^102751692-,chr7,+,102749636^,102751692-,102749658^102751692-
chr7@+@103083830^103086630-@103084062^103086630-,chr7,+,103083830^,103086630-,103084062^103086630-
chr7@-@103275540^103271869-@103274070^103271869-,chr7,-,103275540^,103271869-,103274070^103271869-
chr7@+@103297558^103298568-@103297953^103298568-,chr7,+,103297558^,103298568-,103297953^103298568-
chr7@+@103299529^103300178-@103299533^103300178-,chr7,+,103299529^,103300178-,103299533^103300178-
chr7@-@104202411^104200958-@104202377^104200958-,chr7,-,104202411^,104200958-,104202377^104200958-
chr7@+@105105955^105107166-@105106003^105106522-105106772^105107166-,chr7,+,105105955^,105107166-,105106003^105106522-105106772^105107166-
chr7@-@105470761^105468463-@105470688^105468463-,chr7,-,105470761^,105468463-,105470688^105468463-
chr7@+@105536612^105542408-@105536749^105542408-,chr7,+,105536612^,105542408-,105536749^105542408-
chr7@+@106001582^106004498-@106001610^106004498-,chr7,+,106001582^,106004498-,106001610^106004498-
chr7@-@106092564^106091939-@106092548^106091939-,chr7,-,106092564^,106091939-,106092548^106091939-
chr7@-@106572964^106571144-@106572948^106571144-,chr7,-,106572964^,106571144-,106572948^106571144-
chr7@+@107573821^107575188-@107573883^107575188-,chr7,+,107573821^,107575188-,107573883^107575188-
chr7@-@107654644^107654233-@107654611^107654233-,chr7,-,107654644^,107654233-,107654611^107654233-
chr7@-@107803122^107794597-@107803111^107794597-,chr7,-,107803122^,107794597-,107803111^107794597-
chr7@-@108487945^108479379-@108487759^108479379-,chr7,-,108487945^,108479379-,108487759^108479379-
chr7@-@108565952^108565105-@108565830^108565105-,chr7,-,108565952^,108565105-,108565830^108565105-
chr7@+@112340917^112342561-@112341046^112342561-,chr7,+,112340917^,112342561-,112341046^112342561-
chr7@+@112622407^112626158-@112622588^112626158-,chr7,+,112622407^,112626158-,112622588^112626158-
chr7@+@112622407^112632558-@112622588^112632558-,chr7,+,112622407^,112632558-,112622588^112632558-
chr7@+@112622407^112632558-@112622588^112626158-112626410^112632558-,chr7,+,112622407^,112632558-,112622588^112626158-112626410^112632558-
chr7@+@112622407^112632558-@112622619^112632558-,chr7,+,112622407^,112632558-,112622619^112632558-
chr7@+@112635922^112640162-@112635992^112640162-,chr7,+,112635922^,112640162-,112635992^112640162-
chr7@+@112635922^112699330-@112635992^112640162-112640218^112699330-,chr7,+,112635922^,112699330-,112635992^112640162-112640218^112699330-
chr7@-@116573547^116571230-@116573441^116571230-,chr7,-,116573547^,116571230-,116573441^116571230-
chr7@+@117209922^117219084-@117209937^117219084-,chr7,+,117209922^,117219084-,117209937^117219084-
chr7@+@117627570^117642438-@117627770^117642438-,chr7,+,117627570^,117642438-,117627770^117642438-
chr7@-@117791291^117784454-@117791128^117784454-,chr7,-,117791291^,117784454-,117791128^117784454-
chr7@+@122012821^122019124-@122013889^122019124-,chr7,+,122012821^,122019124-,122013889^122019124-
chr7@+@122011309^122019124-@122013889^122019124-,chr7,+,122011309^,122019124-,122013889^122019124-
chr7@-@122098749^122098576-@122098745^122098576-,chr7,-,122098749^,122098576-,122098745^122098576-
chr7@+@122328508^122354329-@122328565^122354329-,chr7,+,122328508^,122354329-,122328565^122354329-
chr7@-@123532789^123512344-@123532376^123512344-,chr7,-,123532789^,123512344-,123532376^123512344-
chr7@+@124360198^124376322-@124360252^124376322-,chr7,+,124360198^,124376322-,124360252^124376322-
chr7@+@124376389^124385598-@124376396^124385598-,chr7,+,124376389^,124385598-,124376396^124385598-
chr7@+@124389556^124392509-@124389560^124392509-,chr7,+,124389556^,124392509-,124389560^124392509-
chr7@-@124859046^124853138-@124858957^124853138-,chr7,-,124859046^,124853138-,124858957^124853138-
chr7@-@124827214^124825357-@124827201^124825357-,chr7,-,124827214^,124825357-,124827201^124825357-
chr7@-@124823971^124822551-@124823797^124822551-,chr7,-,124823971^,124822551-,124823797^124822551-
chr7@-@126446126^126439168-@126446071^126439168-,chr7,-,126446126^,126439168-,126446071^126439168-
chr7@-@126446126^126439168-@126446071^126445453-126445236^126439168-,chr7,-,126446126^,126439168-,126446071^126445453-126445236^126439168-
chr7@+@128089692^128091837-@128089825^128091837-,chr7,+,128089692^,128091837-,128089825^128091837-
chr7@-@128400832^128400539-@128400817^128400539-,chr7,-,128400832^,128400539-,128400817^128400539-
chr7@+@128683255^128683823-@128683309^128683823-,chr7,+,128683255^,128683823-,128683309^128683823-
chr7@+@128714009^128716813-@128714074^128716813-,chr7,+,128714009^,128716813-,128714074^128716813-
chr7@+@128714009^128716813-@128714132^128716813-,chr7,+,128714009^,128716813-,128714132^128716813-
chr7@+@128714074^128716813-@128714132^128716813-,chr7,+,128714074^,128716813-,128714132^128716813-
chr7@+@128801473^128804650-@128801509^128804650-,chr7,+,128801473^,128804650-,128801509^128804650-
chr7@-@128904290^128902859-@128904284^128904138-128904056^128903820-128903727^128902859-,chr7,-,128904290^,128902859-,128904284^128904138-128904056^128903820-128903727^128902859-
chr7@+@128941391^128942071-@128941424^128942071-,chr7,+,128941391^,128942071-,128941424^128942071-
chr7@+@128946006^128946501-@128946034^128946501-,chr7,+,128946006^,128946501-,128946034^128946501-
